<<<<<<< HEAD
,title,ingredients,directions,link,source,NER
942661,Pulled Bbq Pork Poutine,"[""1 (2 pound) pork shoulder roast"", ""1/2 teaspoon salt and pepper"", ""7 tablespoons olive oil, divided"", ""1 cup water"", ""2 cups smoky barbeque sauce"", ""4 russet potatoes, cut into wedges"", ""1 cup Cheddar cheese curds"", ""1 cup diced bread-and-butter pickles"", ""Reynolds Wrap(R) Aluminum Foil"", ""Reynolds(R) Slow Cooker Liner""]","[""Preheat the grill to medium-high heat."", ""Season the pork on all sides with salt and pepper."", ""Heat 1 tablespoon of olive oil in a large frying pan and cook the pork shoulder on all sides, about 4 minutes per side until browned."", ""Place the pork into a slow cooker lined with a Reynolds(R) Slow Cooker Liner and pour in water and BBQ sauce and cook on high heat for 4 hours or low heat for 6 hours."", ""Pull the pork apart using two forks until it is shredded and keep warm."", ""Place a 1 1/2- to 2-feet-long sheet of Reynolds Wrap(R) Aluminum Foil on a table and place the potato wedges in the center of the foil."", ""Drizzle on the remaining 6 tablespoons of olive oil, season with salt and pepper, and then fold up the outside of the foil to create a foil packet."", ""Place packet directly on a medium-hot grill and cook for 25 to 30 minutes or until the potatoes are browned and cooked through."", ""Serve the pulled pork over top of the potato wedges, cheese curds and diced pickles.""]",www.allrecipes.com/recipe/247452/pulled-bbq-pork-poutine/,Gathered,"[""pork shoulder roast"", ""salt"", ""olive oil"", ""water"", ""barbeque sauce"", ""potatoes"", ""Cheddar cheese curds"", ""bread"", ""Aluminum Foil"", ""Liner""]"
945733,Greek Seasoned Poutine,"[""2 large potatoes, cut into long slices"", ""2 tablespoons olive oil"", ""2 tablespoons chopped fresh mint"", ""1 tablespoon Greek seasoning"", ""1 teaspoon grated lemon zest"", ""salt and ground black pepper to taste"", ""1 (8 ounce) package Cheddar cheese curds"", ""1 cup gravy, or as desired""]","[""Preheat oven to 400 degrees F (200 degrees C)."", ""Combine potato slices, olive oil, mint, Greek seasoning, lemon zest, salt, and pepper together in a resealable plastic bag; close and shake until evenly coated. Spread coated potato slices onto a baking sheet."", ""Bake in the preheated oven until fries are crisp and browned, 40 to 60 minutes. Sprinkle cheese curds over fries and top with gravy.""]",www.allrecipes.com/recipe/244252/greek-seasoned-poutine/,Gathered,"[""potatoes"", ""olive oil"", ""fresh mint"", ""seasoning"", ""lemon zest"", ""salt"", ""Cheddar cheese curds"", ""gravy""]"
948281,Creamed Hot Lobster Sandwich Or Lobster Poutine,"[""1/2 cup butter"", ""2 cups cooked lobster meat"", ""1 teaspoon salt"", ""1/4 teaspoon ground black pepper"", ""1 tablespoon cornstarch"", ""2 cups light cream, divided"", ""8 slices bread"", ""2 tablespoons butter, or as needed""]","[""Melt 1/2 cup butter in a large frying pan over medium-low heat; cook and stir lobster into melted butter until heated through, about 5 minutes. Season with salt and pepper."", ""Whisk cornstarch and about 1 tablespoon cream together in a small bowl until smooth. Pour remaining cream into lobster, stir in cornstarch mixture; cook and stir until cream sauce comes to a simmer and thickens slightly, about 5 minutes."", ""Toast bread and spread with about 2 tablespoons butter. For each serving, pour some creamed lobster over one buttered piece of toast, top with another piece of toast, and pour more creamed lobster over the top.""]",www.allrecipes.com/recipe/234052/creamed-hot-lobster-sandwich-or-lobster-poutine/,Gathered,"[""butter"", ""lobster"", ""salt"", ""ground black pepper"", ""cornstarch"", ""light cream"", ""bread"", ""butter""]"
951993,Real Poutine,"[""1 quart vegetable oil for frying"", ""1 (10.25 ounce) can beef gravy"", ""5 medium potatoes, cut into fries"", ""2 cups cheese curds""]","[""Heat oil in a deep fryer or deep heavy skillet to 365 degrees F (185 degrees C). While the oil is heating, you can begin to warm your gravy."", ""Place the fries into the hot oil, and cook until light brown, about 5 minutes. Make the fries in batches if necessary to allow them room to move a little in the oil. Remove to a paper towel lined plate to drain."", ""Place the fries on a serving platter, and sprinkle the cheese over them. Ladle gravy over the fries and cheese, and serve immediately.""]",www.allrecipes.com/recipe/79300/real-poutine/,Gathered,"[""vegetable oil"", ""beef gravy"", ""potatoes"", ""cheese curds""]"
953109,Sunny Poutine,"[""1 (16 ounce) package frozen French fries"", ""12 slices bacon"", ""cooking spray"", ""4 eggs"", ""salt and ground black pepper to taste"", ""1/2 cup prepared hollandaise sauce"", ""1 tablespoon chopped fresh chives""]","[""Preheat oven to 425 degrees F (220 degrees C). Arrange frozen French fries in a single layer on a baking sheet."", ""Bake in the preheated oven until golden, about 20 minutes; keep warm."", ""Place bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain bacon slices on paper towels; crumble when cool enough to handle."", ""Heat a large skillet over medium heat; spray with cooking spray. Crack eggs into skillet; season with salt and pepper. Reduce heat to medium low, cover skillet loosely, and cook until egg whites are firm and yolks are still runny, about 3 minutes."", ""Divide French fries onto 4 plates; sprinkle evenly with crumbled bacon. Drizzle each serving with hollandaise sauce, sprinkle with chives, and top with an egg.""]",www.allrecipes.com/recipe/247320/sunny-poutine/,Gathered,"[""bacon"", ""cooking spray"", ""eggs"", ""salt"", ""hollandaise sauce"", ""fresh chives""]"
980334,Poutine Rapee,"[""1 lb fatty salt pork"", ""10 potatoes"", ""4 potatoes (cooked, mashed and seasoned with salt and pepper)""]","[""Soak the salted pork in cold water overnight to remove the excess salt."", ""Cut into cubes."", ""Grate the uncooked potatoes and extract the water from them by squeezing them in a cloth."", ""Mix the grated potatoes with the mashed, seasoned potatoes, adding more seasoning if necessary."", ""Make a hole in the centre of the potato ball with your thumb and add a tablespoon of the salted pork."", ""Close up the hole and roll the poutine in white flour and gently lower the poutine into a large pot of boiling,salted water."", ""Keep the water boiling and simmer the poutines for 2-3 hours."", ""Serve hot with butter, salt and pepper, or as a dessert with sugar a molasses."", ""They are also yummy with mustard.""]",www.food.com/recipe/poutine-rapee-123966,Gathered,"[""salt pork"", ""potatoes"", ""potatoes""]"
998952,Cheese Potatoes (Poutine Precurser),"[""5 slices bacon"", ""1 tablespoon butter"", ""1 onion, chopped"", ""2 garlic cloves, chopped"", ""1 dash balsamic vinegar (optional)"", ""1 tablespoon olive oil"", ""3 waxy potatoes, peeled and diced"", ""1 cup gruyere (or other hard, white cheese) or 1 cup comte cheese (or other hard, white cheese)"", ""salt and pepper""]","[""Fry the bacon and remove to paper towel to drain."", ""Pour all but a tablespoon of the fat from the pan and add the butter to get hot."", ""Fry the onion until soft and golden, adding the garlic for a minute or two at the end."", ""Deglaze with a splash of balsamic vinegar, if you like. Remove all to a plate."", ""Add the oil to the pan to get hot."", ""Cook the potatoes, seasoned with salt and pepper, until soft inside when pierced with a fork, and very crisp and golden on the outside. This will take a good 20 minutes, without stirring too much or they won't get brown."", ""Return the onion, garlic, and bacon to the pan."", ""Scatter the cheese over the top and leave the pan on the heat, covered, until the cheese has melted, about a minute."", ""Serve with mixed salad greens.""]",www.food.com/recipe/cheese-potatoes-poutine-precurser-238697,Gathered,"[""bacon"", ""butter"", ""onion"", ""garlic"", ""balsamic vinegar"", ""olive oil"", ""potatoes"", ""gruyere"", ""salt""]"
1018609,Chuck'S Awesome Poutine,"[""6 -8 large yukon gold potatoes"", ""1 tablespoon vegetable oil"", ""1 shallot, minced"", ""1 small garlic clove, minced"", ""4 cups veal stock"", ""2 tablespoons ketchup"", ""1 tablespoon cider vinegar"", ""1 tablespoon whole green peppercorn"", ""1/2 teaspoon Worcestershire sauce"", ""2 tablespoons butter"", ""2 tablespoons flour"", ""2 cups cheddar cheese, curds* (See Cook's Note)"", ""salt & freshly ground black pepper, to taste"", ""vegetable oil, for frying""]","[""Clean and peel potatoes. Using a French fry cutter, cut the potatoes into fries or, alternatively, cut the potatoes into desired size. Place the fries in a large bowl filled with cold water and let sit for 1 hour and up to 24 hours for extra-crispy fries."", ""In a saucepan, heat the vegetable oil on medium heat and saute the shallots and garlic until translucent, about 3 minutes. Add the veal stock, ketchup, cider vinegar, peppercorns, and Worcestershire sauce and bring to a boil."", ""Meanwhile, in a separate saucepan on medium-high heat, melt the butter. Add the flour and stir for 2 to 3 minutes, making a roux. Allow to brown slightly. Whip the roux mixture into the stock and let simmer for about 20 minutes, until reduced by half and thickened. Season the sauce with salt and pepper. Keep warm."", ""In a deep-fryer set to 250 degrees F, blanch the fries in oil for about 2 minutes. Remove the fries and let them rest for about 5 minutes. Then, fry them again for about 2 minutes or until golden brown. Place on a paper towel-lined baking tray to absorb the excess oil. Salt and pepper the fries while hot. Remove the sauce from the stovetop and strain. Plate the fries in a shallow bowl, pour sauce on top and garnish with cheese curds."", ""Cook's Note:"", ""*Available in specialty cheese shops and online.""]",www.food.com/recipe/chuck-s-awesome-poutine-532138,Gathered,"[""gold potatoes"", ""vegetable oil"", ""shallot"", ""garlic"", ""veal stock"", ""ketchup"", ""cider vinegar"", ""green peppercorn"", ""Worcestershire sauce"", ""butter"", ""flour"", ""cheddar cheese"", ""salt"", ""vegetable oil""]"
1018848,Ramen Poutine,"[""1 (3 -4 ounce) package ramen noodles, any flavor"", ""2 teaspoons vegetable oil"", ""1/2 - 1 cup beef gravy"", ""2 -4 ounces shredded mozzarella cheese (or a blend of mozzarella and cheddar)""]","[""Crush the ramen in the package until only small pieces are left. Carefully open the package and discard the seasoning packet."", ""Heat the oil in a skillet until shimmering. Add the crushed ramen and cook, stirring frequently, until noodles begin to brown and get very crispy."", ""Transfer ramen to an oven-safe single-serving dish. Top with gravy and cheese, then broil until cheese melts. Serve with beer.""]",www.food.com/recipe/ramen-poutine-453123,Gathered,"[""ramen noodles"", ""vegetable oil"", ""beef gravy""]"
1021988,Hash Brown Poutine #Sp5,"[""1 (20 ounce) bag Simply Potatoes&reg; Shredded Hash Browns"", ""1 cup gravy, warm (we love vegan mushroom gravy!)"", ""1 - 1 1/2 cup shredded non-dairy cheddar cheese""]","[""Cook hash browns as per directions on the bag."", ""Plate, top with cheese and pour warm gravy on top to melt the cheese."", ""Enjoy!""]",www.food.com/recipe/hash-brown-poutine-sp5-514896,Gathered,"[""Browns"", ""gravy"", ""shredded non-dairy""]"
1029812,Tuna Poutine,"[""4 -6 cups frozen french fries"", ""1 cup cottage cheese"", ""1 (7 ounce) can tuna, drained"", ""1 cup frozen peas"", ""1 -2 green onion, chopped"", ""1 (10 ounce) can beef gravy"", ""1/4 cup parmesan cheese""]","[""preheat oven to 350 degrees"", ""mix all ingredients in a casserole dish"", ""stir."", ""bake for 25-35 minutes."", ""Serve right away.""]",www.food.com/recipe/tuna-poutine-211919,Gathered,"[""cottage cheese"", ""tuna"", ""frozen peas"", ""green onion"", ""beef gravy"", ""parmesan cheese""]"
1030169,Poutine,"[""1 (32 ounce) bag frozen french fries"", ""2 cups beef stock"", ""2 tablespoons unsalted butter"", ""2 tablespoons flour"", ""1 tablespoon Worcestershire sauce"", ""2 cups cheddar cheese curds"", ""salt"", ""black pepper""]","[""Bake French fries according to package directions."", ""While fries bake, prepare the gravy. Melt butter in medium sauce pan over medium heat. ."", ""Add flour and whisk to create a roux. Cook for 1-2 minutes until light brown."", ""While whisking, slowly add beef stock. Whisk until smooth."", ""Bring gravy to a boil. Cook for 5 minutes, whisking occasionally. The gravy should thickened and coat the back of a spoon."", ""Season with salt and black pepper, to taste."", ""Add cooked fries to a dish. Top with cheese curds and gravy."", ""Serve immediately.""]",www.food.com/recipe/poutine-536531,Gathered,"[""beef stock"", ""unsalted butter"", ""flour"", ""Worcestershire sauce"", ""cheddar cheese"", ""salt"", ""black pepper""]"
1038407,Poutine,"[""French fries"", ""gravy"", ""cheese (usually mozza)""]","[""Layer cheese and gravy over fries and bake in the oven or in microwave until cheese is melted!"", ""Sprinkle green onion over the top and serve in a deep platter, with lots of napkins!"", ""Enjoy.""]",www.food.com/recipe/poutine-39812,Gathered,"[""gravy"", ""cheese""]"
1039679,Breakfast Poutine,"[""1 lb frozen french fries"", ""4 bacon, slices"", ""2 fried eggs"", ""1/2 cup canned gravy"", ""1/2 cup cheese"", ""salt and pepper""]","[""Follow cooking instructions on French Fries package."", ""While they are cooking, cook bacon until they are crispy."", ""Fry the eggs in a lightly oiled skillet."", ""Place cooked fries on the bottom of a cast iron skillet."", ""Sprinkle bacon and cheese on top."", ""Add the fried eggs."", ""Season with salt and pepper to taste."", ""Drizzle on heated gravy.""]",www.food.com/recipe/breakfast-poutine-526518,Gathered,"[""bacon"", ""eggs"", ""canned gravy"", ""cheese"", ""salt""]"
